idx X E E_dep
351 4.3047129226249465 0.0 0.0
352 4.2298625942903545 0.0 0.0
353 4.0172445698036015 0.0 0.0
354 3.6169653312925183 0.0 0.0
355 3.824941804048393 0.0 0.0
356 3.086055028053714 0.0 0.0
357 2.9465432999060783 0.0 0.0
358 2.985946346881935 0.0 0.0
359 2.7543539259805114 0.0 0.0
360 3.115726776149285 0.0 0.0
361 2.972630302803836 0.0 0.0
362 2.6172098916913216 0.0 0.0
363 1.9904108514728014 0.0 0.0
364 2.058798508079887 0.0 0.0
365 1.910397067237439 0.0 0.0
366 1.9412261409146754 0.0 0.0
367 1.1693998451532834 0.0 0.0
368 0.8404738068547499 0.0 0.0
369 0.7765296250368485 0.0 0.0
370 1.1233270921185348 0.0 0.0
371 1.504873882686085 0.0 0.0
372 1.1585837888141737 0.0 0.0
373 1.3502120503893904 0.0 0.0
374 1.652090395874203 0.0 0.0
375 2.1028145586321623 0.0 0.0
376 2.398106097339032 0.0 0.0
377 2.8607859444158046 0.0 0.0
378 2.7999758746765098 0.0 0.0
379 2.18220045091648 0.0 0.0
380 2.1715370349373435 0.0 0.0
381 2.164972256087704 0.0 0.0
382 1.774924734816504 0.0 0.0
383 1.4318555491615723 0.0 0.0
384 1.2815442766793823 0.0 0.0
385 1.0035564610875218 0.0 0.0
386 1.1361162682690256 0.0 0.0
387 1.506671981797433 0.0 0.0
388 2.1964024251255094 0.0 0.0
389 2.09311954609826 0.0 0.0
390 2.347496105688407 0.0 0.0
391 2.600784370194366 0.0 0.0
392 2.7359157110373933 0.0 0.0
393 3.1270787940507487 0.0 0.0
394 3.1223922457767586 0.0 0.0
395 2.901651555603594 0.0 0.0
396 3.0233445711159512 0.0 0.0
397 3.1230922157135446 0.0 0.0
398 2.8866607208280795 0.0 0.0
399 2.555110588842961 0.0 0.0
400 2.478563030911677 0.0 0.0
401 1.890902018464081 0.0 0.0
402 1.5954891608945445 0.0 0.0
403 2.1372683726592263 0.0 0.0
404 2.421960193068197 0.0 1.0
405 3.158596260392469 0.0 0.0
406 3.713573808295827 0.0 0.0
407 4.756208849094397 0.0 0.0
408 4.972224649383335 0.0 1.0
409 5.202810220702662 0.0 0.0
410 6.094316421182317 0.0 0.0
411 5.610496348084975 0.0 0.0
412 4.908349618947103 0.0 0.0
413 4.226482027419093 0.0 0.0
414 5.097345562138196 0.0 0.0
415 5.0490018434027615 0.0 0.0
416 4.713774382124252 0.0 0.0
417 4.763663366463905 0.0 0.0
418 4.079628291651094 0.0 0.0
419 3.881852724577443 0.0 0.0
420 3.7395163688661905 0.0 0.0
421 3.5811979093833517 0.0 0.0
422 2.6314473562712686 0.0 0.0
423 1.9596006992761321 0.0 0.0
424 1.7270025781675686 0.0 0.0
425 1.4465155184787055 0.0 0.0
426 1.414903392721524 0.0 0.0
427 1.5409184011833013 0.0 0.0
428 1.3589227355125912 0.0 0.0
429 1.2312878129025095 0.0 0.0
430 1.1627944491156497 0.0 0.0
431 1.248469001787791 0.0 0.0
432 1.5175710022199482 0.0 0.0
433 1.472309165075822 0.0 0.0
434 1.3407297127648177 0.0 0.0
435 1.1997046837523064 0.0 0.0
436 1.2546394088799981 0.0 0.0
437 1.3558753707824027 0.0 0.0
438 1.6580031985256087 0.0 0.0
439 1.4920041848967085 0.0 0.0
440 1.407824417354564 0.0 0.0
441 1.9212341927015264 0.0 0.0
442 3.459181393695874 0.0 0.0
443 3.90940358815703 0.0 0.0
444 3.9058318378112165 0.0 0.0
445 4.2893752535766625 0.0 0.0
446 3.558325417407229 0.0 0.0
447 4.221906643491552 0.0 0.0
448 4.133969453597407 0.0 0.0
449 4.455922497609465 0.0 0.0
450 3.6678692358151883 0.0 0.0
451 3.4130425796296473 0.0 0.0
452 3.884689242231282 0.0 0.0
453 4.246409667697767 0.0 0.0
454 4.278845028312247 0.0 0.0
455 3.8259640335852234 0.0 0.0
456 3.830366984643281 0.0 0.0
457 2.9465564459363396 0.0 0.0
458 2.168524421750045 0.0 0.0
459 2.2800973717429813 0.0 0.0
460 1.7136778630875247 0.0 0.0
461 1.0210760102644882 0.0 0.0
462 1.146243021133716 0.0 0.0
463 1.4479159647724191 0.0 0.0
464 2.244828727146631 0.0 0.0
465 3.3595035134720623 0.0 0.0
466 3.255927118090821 0.0 1.0
467 3.060557525385671 0.0 0.0
468 3.658102803244468 0.0 0.0
469 3.8527529282244064 0.0 0.0
470 4.313573897627726 0.0 0.0
471 3.921624998552182 0.0 0.0
472 3.190894555654613 0.0 0.0
473 2.129626087624916 0.0 0.0
474 2.878884879073019 0.0 0.0
475 2.752477227850422 0.0 0.0
476 3.139179855298766 0.0 0.0
477 3.086165113235338 0.0 0.0
478 2.5915573756003667 0.0 0.0
479 2.4528830575681315 0.0 0.0
480 2.468509195345467 0.0 0.0
481 3.1229757318515974 0.0 0.0
482 2.693576176046761 0.0 0.0
483 2.671489883588169 0.0 0.0
484 1.992244176331621 0.0 0.0
485 1.8713523968525723 0.0 0.0
486 1.9696535796687598 0.0 0.0
487 1.9610898281942921 0.0 0.0
488 1.9097861685844322 0.0 0.0
489 1.1657146963209917 0.0 0.0
490 0.887920511196792 0.0 0.0
491 1.2917205763568838 0.0 0.0
492 1.2615262999223646 0.0 0.0
493 2.1639352646014296 0.0 0.0
494 2.195018147003965 0.0 0.0
495 2.829550574786442 0.0 0.0
496 2.886800709846199 0.0 0.0
497 3.0148444610004725 0.0 0.0
498 2.9408211565763054 0.0 0.0
499 2.8339445282784435 0.0 0.0
500 2.555032063923575 0.0 0.0
501 1.6336049636322183 0.0 0.0
502 2.0994634499001132 0.0 0.0
503 1.695466097108214 0.0 0.0
504 1.819900926817115 0.0 0.0
505 2.0141442010523365 0.0 0.0
506 2.0399606549773304 0.0 0.0
507 1.807300281786335 0.0 0.0
508 2.291445208251859 0.0 0.0
509 2.5106860817321155 0.0 0.0
510 1.7917044524779342 0.0 0.0
511 1.3150074900249717 0.0 0.0
512 1.3033960963041586 0.0 0.0
513 1.7758116041209049 0.0 0.0
514 2.597152745521531 0.0 0.0
515 2.7157203598632025 0.0 0.0
516 2.2659276909541974 0.0 0.0
517 3.6279901050004306 0.0 0.0
518 3.693468931051947 0.0 0.0
519 4.415255774755794 0.0 0.0
520 4.335857637252301 0.0 0.0
521 3.6338788250995355 0.0 0.0
522 3.0478797947098246 0.0 0.0
523 3.3044070850353924 0.0 0.0
524 3.400368333389669 0.0 0.0
525 1.7231749025997969 0.0 0.0
526 1.6505982514601896 0.0 0.0
527 0.9771615671535181 0.0 0.0
528 0.7918194469960838 0.0 0.0
529 0.7102570830708792 0.0 0.0
530 0.8370335521892698 0.0 0.0
531 0.8346703677102956 0.0 0.0
532 1.3831768983781134 1.0 0.0
533 1.6767235961676885 0.0 0.0
534 1.594832597615603 0.0 0.0
535 1.7876278363875326 0.0 0.0
536 2.072000028470613 0.0 0.0
537 2.179935392464134 0.0 0.0
538 2.4019238916543006 0.0 0.0
539 2.407759636076464 0.0 0.0
540 3.170043404186014 0.0 0.0
541 3.4510326221331313 0.0 0.0
542 3.7046469449915578 0.0 0.0
543 4.457601392760042 0.0 0.0
544 4.550359160741652 0.0 0.0
545 4.6668104524814895 0.0 0.0
546 4.045393391553478 0.0 0.0
547 3.6178754802313375 0.0 0.0
548 2.1870222803721138 0.0 0.0
549 2.0390400300284446 0.0 0.0
550 2.0177499085022315 0.0 0.0
551 1.251037200255958 0.0 0.0
552 1.888776203619181 0.0 0.0
553 2.24571261435031 0.0 0.0
554 3.09484482722368 0.0 0.0
555 3.0751734468400076 0.0 0.0
556 3.7649813282065785 0.0 0.0
557 3.722452230817044 0.0 0.0
558 3.6868070311612517 0.0 0.0
559 3.5482194499862976 0.0 0.0
560 2.911243652251649 0.0 0.0
561 2.5609087218010287 0.0 0.0
562 1.9579563945372347 0.0 0.0
563 2.1716042808115343 0.0 0.0
564 1.539004645563841 0.0 0.0
565 1.3394607405828034 0.0 0.0
566 1.2326650050725678 0.0 0.0
567 1.8181726031846208 0.0 0.0
568 1.9679804012935633 0.0 0.0
569 2.012631543339526 0.0 0.0
570 1.8098611365943078 0.0 0.0
571 1.6708133617719798 0.0 0.0
572 2.0676417288741655 0.0 0.0
573 2.0527484183567513 0.0 0.0
574 2.1018641245261795 0.0 0.0
575 2.222944220191445 0.0 0.0
576 2.428606165604971 0.0 0.0
577 2.3954261630307796 0.0 0.0
578 2.523506486059111 0.0 0.0
579 3.13064362696796 0.0 0.0
580 2.660664169994379 0.0 0.0
581 2.6700445273967346 0.0 0.0
582 2.7318194769934006 0.0 0.0
583 2.0972278089306258 0.0 0.0
584 1.7274395110622374 0.0 0.0
585 1.6708810070437394 0.0 0.0
586 2.2789291552187176 0.0 0.0
587 1.6658045997863267 0.0 0.0
588 1.7826750441250234 0.0 0.0
589 1.595054822042105 0.0 0.0
590 1.6555057399602768 0.0 0.0
591 1.7270306147248617 0.0 0.0
592 2.2662642709777843 0.0 0.0
593 2.0485372793272467 0.0 0.0
594 1.5238404203443427 0.0 0.0
595 2.394267819462495 0.0 0.0
596 3.1895224796701402 0.0 0.0
597 3.1986513201142563 0.0 0.0
598 3.0625206911152354 0.0 0.0
599 2.924369909536165 0.0 0.0
600 2.1383259677629947 0.0 0.0
601 2.1701905723519435 0.0 0.0
602 1.9972739881860122 0.0 0.0
603 1.6125186844184918 0.0 0.0
604 0.7707279101504321 0.0 0.0
605 0.7727694280756512 0.0 0.0
606 0.6667375026764761 0.0 0.0
607 1.959440655877831 0.0 0.0
608 1.8745164186770553 0.0 0.0
609 1.8208198632778139 0.0 0.0
610 1.8748405500309469 0.0 0.0
611 1.738534377924422 0.0 0.0
612 1.9404292240316225 0.0 0.0
613 2.70307665819522 0.0 0.0
614 3.0768350799465187 0.0 0.0
615 2.2929339291558604 0.0 0.0
616 2.9198162280014204 0.0 0.0
617 2.9008873737402157 0.0 0.0
618 2.96847544675993 0.0 0.0
619 3.0581136816830425 0.0 0.0
620 3.4699934420701712 0.0 0.0
621 4.436629874694171 0.0 0.0
622 4.089105363014875 0.0 0.0
623 3.5139493309495844 0.0 0.0
624 2.8908546457524364 0.0 0.0
625 3.4168917812410586 0.0 0.0
626 3.932017042227563 0.0 0.0
627 3.5771518241294844 0.0 0.0
628 2.9091720321701575 0.0 0.0
629 1.253505413126281 0.0 0.0
630 1.3370307863252997 0.0 0.0
631 1.798715731237185 0.0 0.0
632 1.795438038769829 0.0 0.0
633 1.473259598133599 0.0 0.0
634 0.8921452749868992 0.0 0.0
635 0.8575067055023151 0.0 0.0
636 1.702954656910336 0.0 0.0
637 1.5788011401183284 0.0 0.0
638 1.6320541084254865 0.0 0.0
639 1.5624197736520093 0.0 0.0
640 1.7310210421385905 0.0 0.0
641 2.021729560902703 0.0 0.0
642 2.5799517268774395 0.0 0.0
643 2.5085745092121208 0.0 0.0
644 1.7427741462004782 0.0 0.0
645 1.9941899609077616 0.0 0.0
646 1.860161213767639 0.0 0.0
647 2.4432827726868735 0.0 0.0
648 2.400012267130958 0.0 0.0
649 1.9289609046932363 0.0 0.0
650 1.4120190063108549 0.0 0.0
651 1.6820967414030414 0.0 0.0
652 1.8772483392419042 0.0 0.0
653 1.9404943288034486 0.0 0.0
654 2.7459379454116446 0.0 0.0
655 1.8879668318431864 0.0 0.0
656 2.238326540779584 0.0 0.0
657 2.6618029623261927 0.0 0.0
658 2.5719099385829423 0.0 0.0
659 2.6608831984280075 0.0 0.0
660 2.4992717317847353 0.0 0.0
661 2.702494403562662 0.0 0.0
662 2.268410003052682 0.0 0.0
663 2.20235097346462 0.0 0.0
664 1.9412803980440838 0.0 0.0
665 2.195794212813401 0.0 0.0
666 2.8522766851356423 0.0 0.0
667 2.5769986869439085 0.0 0.0
668 2.5442530479702947 0.0 0.0
669 2.380418841934573 0.0 0.0
670 2.305214011394508 0.0 0.0
671 2.5979206955716756 0.0 0.0
672 2.943374128805558 0.0 0.0
673 2.3104639369616446 0.0 0.0
674 1.7122353236574097 0.0 0.0
675 1.6721978230275174 0.0 0.0
676 1.5615658561036043 0.0 0.0
677 1.8419660872586194 0.0 0.0
678 2.2565577084002713 0.0 0.0
679 2.2525174575278015 0.0 0.0
680 1.789580738587403 0.0 0.0
681 1.8565743994395345 0.0 0.0
682 3.7470484039994996 0.0 0.0
683 4.745522704880555 0.0 0.0
684 4.84465107609865 0.0 0.0
685 4.2817078953688945 0.0 0.0
686 3.76168969894072 0.0 0.0
687 3.462262841286771 0.0 0.0
688 3.3511007745006514 0.0 0.0
689 3.332006296376058 0.0 0.0
690 1.7286379052738883 0.0 0.0
691 1.323486878889722 0.0 0.0
692 1.593332149964326 0.0 0.0
693 1.5542203078317924 0.0 0.0
694 1.446135062227905 0.0 0.0
695 1.8385202430732228 0.0 0.0
696 2.8795434605952233 0.0 0.0
697 3.493916722350818 0.0 0.0
698 3.3213392734713887 0.0 0.0
699 2.812928357902825 0.0 0.0
700 2.433521907063153 0.0 0.0
701 2.4346868650823414 0.0 0.0
702 2.5047321544283743 0.0 0.0
703 2.2085166453552456 0.0 0.0
704 1.2502971831126384 0.0 0.0
705 0.6246754208954677 0.0 0.0
706 0.371307696575069 0.0 0.0
707 0.7722303850947307 0.0 0.0
708 1.4319254855475496 0.0 0.0
709 1.8889763354601123 0.0 0.0
710 1.7421986752166487 0.0 0.0
711 1.5967025313338294 0.0 0.0
712 1.466116649207697 0.0 0.0
713 1.4567691487164751 0.0 0.0
714 1.7815914890819315 0.0 0.0
715 1.2289182972497767 0.0 0.0
716 0.5789297937859721 0.0 0.0
717 0.23592686762353132 0.0 0.0
718 0.3948188308371754 0.0 0.0
719 0.7903658399494204 0.0 0.0
720 1.2663420920123543 0.0 0.0
721 1.9408555542128283 0.0 0.0
722 1.7508370621097034 0.0 0.0
723 2.0472222841616676 0.0 0.0
724 2.073978919538215 0.0 0.0
725 1.9798004922972199 0.0 0.0
726 2.0510550075401026 0.0 0.0
727 1.7743747628676614 0.0 0.0
728 1.5032915030175533 0.0 0.0
729 1.2200681134168592 0.0 0.0
730 1.3994860882723792 0.0 0.0
731 1.0875150549960755 0.0 0.0
732 1.1424599435488603 0.0 0.0
733 1.2422107485178822 0.0 0.0
734 1.1066429640792077 0.0 0.0
735 1.3579618574950802 0.0 0.0
736 1.167505991807738 0.0 0.0
737 0.8332942621838788 0.0 0.0
738 0.7762687127453332 0.0 0.0
739 1.1766809165043486 0.0 0.0
740 1.498843915030665 0.0 0.0
741 2.130847268880422 0.0 0.0
742 2.0379657339295467 0.0 0.0
743 1.7839049213945954 0.0 0.0
744 2.023174510828057 0.0 0.0
745 1.9594146944445834 0.0 0.0
746 1.7815786543544774 0.0 0.0
747 1.5564364776376476 0.0 0.0
748 1.3614171476705947 0.0 0.0
749 0.5983471423532492 0.0 0.0
750 0.591001308460372 0.0 0.0
