time,#stopislam,#notinmyname,kafir
2015-05-18,24.0,66,3331
2015-05-19,41.0,77,2943
2015-05-20,57.0,51,3075
2015-05-21,27.0,100,3641
2015-05-22,39.0,59,4207
2015-05-23,23.0,83,3541
2015-05-24,22.0,75,3242
2015-05-25,22.0,77,3167
2015-05-26,18.0,83,3023
2015-05-27,64.0,66,2841
2015-05-28,78.0,50,2977
2015-05-29,97.0,76,4178
2015-05-30,62.0,57,3494
2015-05-31,59.0,74,2908
2015-06-01,47.0,51,2274
2015-06-02,52.0,54,2540
2015-06-03,57.0,60,3215
2015-06-04,51.0,87,2853
2015-06-05,72.0,89,2955
2015-06-06,49.0,35,2933
2015-06-07,46.0,46,3122
2015-06-08,78.0,66,3122
2015-06-09,50.0,67,2886
2015-06-10,52.0,63,2957
2015-06-11,53.0,59,2970
2015-06-12,44.0,50,2907
2015-06-13,40.0,76,2883
2015-06-14,40.0,78,2900
2015-06-15,35.0,100,3322
2015-06-16,40.0,74,2908
2015-06-17,68.0,58,2697
2015-06-18,61.0,149,3274
2015-06-19,41.0,343,4539
2015-06-20,195.0,140,6024
2015-06-21,57.0,63,3826
2015-06-22,43.0,82,4075
2015-06-23,61.0,141,4757
2015-06-24,80.0,107,3641
2015-06-25,148.0,102,2148
2015-06-26,236.0,219,4478
2015-06-27,84.0,153,3213
2015-06-28,83.0,106,2766
2015-06-29,81.0,106,2891
2015-06-30,70.0,93,2674
2015-07-01,59.0,123,2525
2015-07-02,46.0,81,2084
2015-07-03,33.0,79,3179
2015-07-04,39.0,57,2633
2015-07-05,42.0,64,2466
2015-07-06,57.0,49,2284
2015-07-07,50.0,106,2355
2015-07-08,40.0,91,2218
2015-07-09,39.0,56,2047
2015-07-10,36.0,57,2208
2015-07-11,42.0,62,2170
2015-07-12,45.0,253,2189
2015-07-13,39.0,272,2666
2015-07-14,42.0,109,2785
2015-07-15,54.0,78,2311
2015-07-16,96.0,54,1890
2015-07-17,119.0,93,1655
2015-07-18,75.0,65,2194
2015-07-19,81.0,84,2340
2015-07-20,85.0,107,2475
2015-07-21,72.0,94,2272
2015-07-22,51.0,84,2198
2015-07-23,72.0,77,2120
2015-07-24,44.0,61,2282
2015-07-25,61.0,88,2253
2015-07-26,60.0,63,2246
2015-07-27,81.0,47,2096
2015-07-28,58.0,54,2034
2015-07-29,59.0,69,2195
2015-07-30,54.0,63,2078
2015-07-31,38.0,89,2119
2015-08-01,144.0,47,2292
2015-08-02,70.0,59,2160
2015-08-03,173.0,61,2081
2015-08-04,48.0,56,2132
2015-08-05,58.0,65,1935
2015-08-06,61.0,39,3034
2015-08-07,62.0,35,2336
2015-08-08,30.0,61,2393
2015-08-09,45.0,29,2295
2015-08-10,35.0,44,2172
2015-08-11,61.0,39,1983
2015-08-12,60.0,42,1993
2015-08-13,46.0,73,1901
2015-08-14,65.0,78,1939
2015-08-15,73.0,57,2053
2015-08-16,55.0,65,1923
2015-08-17,69.0,36,2362
2015-08-18,61.0,43,2205
2015-08-19,60.0,46,1969
2015-08-20,58.0,51,2119
2015-08-21,75.0,47,2421
2015-08-22,94.0,48,2277
2015-08-23,56.0,72,1892
2015-08-24,48.0,46,1941
2015-08-25,77.0,37,1940
2015-08-26,63.0,31,1716
2015-08-27,48.0,46,1882
2015-08-28,47.0,53,1956
2015-08-29,51.0,66,2043
2015-08-30,49.0,46,1840
2015-08-31,44.0,42,2094
2015-09-01,410.0,53,2131
2015-09-02,336.0,140,2263
2015-09-03,74.0,268,2056
2015-09-04,52.0,161,2181
2015-09-05,78.0,213,2060
2015-09-06,57.0,179,1912
2015-09-07,119.0,197,1847
2015-09-08,123.0,136,1997
2015-09-09,114.0,170,3369
2015-09-10,136.0,106,2198
2015-09-11,221.0,87,2015
2015-09-12,143.0,75,1991
2015-09-13,101.0,64,1924
2015-09-14,80.0,52,1927
2015-09-15,164.0,104,1976
2015-09-16,93.0,75,1909
2015-09-17,100.0,59,1857
2015-09-18,101.0,59,1869
2015-09-19,88.0,34,2169
2015-09-20,119.0,67,2168
2015-09-21,103.0,45,1978
2015-09-22,106.0,35,2026
2015-09-23,166.0,59,1952
2015-09-24,130.0,45,3183
2015-09-25,111.0,43,4247
2015-09-26,102.0,46,5347
2015-09-27,76.0,53,4041
2015-09-28,96.0,47,2774
2015-09-29,82.0,98,2494
2015-09-30,85.0,142,2486
2015-10-01,48.0,74,2506
2015-10-02,104.0,53,2546
2015-10-03,104.0,70,2390
2015-10-04,65.0,95,2415
2015-10-05,65.0,84,2415
2015-10-06,82.0,79,2406
2015-10-07,78.0,77,2301
2015-10-08,68.0,68,2302
2015-10-09,66.0,64,2333
2015-10-10,102.0,92,2275
2015-10-11,56.0,76,2228
2015-10-12,81.0,67,2270
2015-10-13,95.0,70,2318
2015-10-14,124.0,64,2149
2015-10-15,89.0,75,2222
2015-10-16,101.0,107,2426
2015-10-17,101.0,79,2623
2015-10-18,160.0,103,2440
2015-10-19,143.0,98,2200
2015-10-20,162.0,103,2422
2015-10-21,149.0,44,3549
2015-10-22,102.0,131,3135
2015-10-23,91.0,87,2317
2015-10-24,53.0,49,2779
2015-10-25,97.0,28,2582
2015-10-26,79.0,54,3097
2015-10-27,90.0,48,2452
2015-10-28,96.0,76,2280
2015-10-29,58.0,52,2220
2015-10-30,74.0,56,2390
2015-10-31,67.0,59,2620
2015-11-01,68.0,46,2574
2015-11-02,96.0,42,2723
2015-11-03,101.0,49,2822
2015-11-04,99.0,41,2784
2015-11-05,117.0,84,2608
2015-11-06,100.0,57,2245
2015-11-07,98.0,37,2425
2015-11-08,90.0,61,2126
2015-11-09,103.0,139,2271
2015-11-10,83.0,88,2328
2015-11-11,109.0,61,2129
2015-11-12,95.0,81,2330
2015-11-13,759.0,243,2505
2015-11-14,3020.0,5229,3118
2015-11-15,473.0,6148,2546
2015-11-16,454.0,6137,2398
2015-11-17,268.0,4892,2301
2015-11-18,253.0,2813,2314
2015-11-19,204.0,1587,2242
2015-11-20,217.0,1643,2385
2015-11-21,184.0,3445,2394
2015-11-22,142.0,2236,2365
2015-11-23,202.0,1235,2302
2015-11-24,118.0,588,2213
2015-11-25,116.0,500,2531
2015-11-26,98.0,794,2489
2015-11-27,83.0,754,2504
2015-11-28,109.0,912,2976
2015-11-29,115.0,2219,2710
2015-11-30,93.0,936,2468
2015-12-01,89.0,1848,2556
2015-12-02,138.0,17485,2767
2015-12-03,200.0,14401,2469
2015-12-04,162.0,1743,2505
2015-12-05,183.0,897,2389
2015-12-06,122.0,685,2248
2015-12-07,136.0,485,2638
2015-12-08,175.0,552,2308
2015-12-09,148.0,340,2104
2015-12-10,209.0,267,2476
2015-12-11,117.0,388,2445
2015-12-12,110.0,245,2589
2015-12-13,132.0,235,2654
2015-12-14,134.0,213,2527
2015-12-15,125.0,167,2690
2015-12-16,116.0,199,2345
2015-12-17,88.0,154,2310
2015-12-18,109.0,154,2314
2015-12-19,140.0,126,2198
2015-12-20,79.0,128,2330
2015-12-21,89.0,127,2298
2015-12-22,597.0,119,2410
2015-12-23,1108.0,120,2275
2015-12-24,1183.0,131,2173
2015-12-25,1110.0,74,2351
2015-12-26,411.0,72,2316
2015-12-27,114.0,85,2292
2015-12-28,195.0,90,2299
2015-12-29,133.0,85,2275
2015-12-30,141.0,78,2380
2015-12-31,109.0,92,2443
2016-01-01,94.0,51,2297
2016-01-02,131.0,74,2909
2016-01-03,57.0,116,2614
2016-01-04,100.0,147,2306
2016-01-05,108.0,110,2437
2016-01-06,172.0,121,2413
2016-01-07,169.0,128,2492
2016-01-08,197.0,123,2550
2016-01-09,203.0,85,2295
2016-01-10,253.0,108,2070
2016-01-11,128.0,83,2211
2016-01-12,149.0,97,2139
2016-01-13,156.0,71,2145
2016-01-14,108.0,87,2343
2016-01-15,79.0,90,2192
2016-01-16,127.0,81,2373
2016-01-17,144.0,68,2193
2016-01-18,86.0,76,2301
2016-01-19,96.0,93,2110
2016-01-20,91.0,104,2396
2016-01-21,110.0,262,2181
2016-01-22,81.0,672,2220
2016-01-23,83.0,219,2187
2016-01-24,90.0,85,2146
2016-01-25,96.0,84,2261
2016-01-26,88.0,148,2216
2016-01-27,97.0,182,2365
2016-01-28,86.0,87,2622
2016-01-29,67.0,69,2820
2016-01-30,69.0,125,2589
2016-01-31,101.0,90,2594
2016-02-01,98.0,234,2763
2016-02-02,81.0,89,2439
2016-02-03,111.0,145,2677
2016-02-04,139.0,143,2576
2016-02-05,81.0,89,2635
2016-02-06,84.0,76,2580
2016-02-07,101.0,81,2683
2016-02-08,89.0,92,2361
2016-02-09,75.0,83,2102
2016-02-10,69.0,66,2215
2016-02-11,72.0,68,2085
2016-02-12,65.0,67,2153
2016-02-13,71.0,76,2484
2016-02-14,59.0,44,2577
2016-02-15,66.0,64,2484
2016-02-16,69.0,80,2294
2016-02-17,43.0,115,2263
2016-02-18,49.0,97,2162
2016-02-19,63.0,147,2195
2016-02-20,80.0,120,2296
2016-02-21,57.0,102,2512
2016-02-22,78.0,57,2348
2016-02-23,53.0,78,2503
2016-02-24,61.0,108,2193
2016-02-25,63.0,88,2312
2016-02-26,77.0,79,3613
2016-02-27,63.0,50,5854
2016-02-28,51.0,42,2600
2016-02-29,108.0,80,2730
2016-03-01,71.0,79,2442
2016-03-02,35.0,58,2165
2016-03-03,36.0,65,2233
2016-03-04,44.0,68,2217
2016-03-05,66.0,49,2420
2016-03-06,58.0,63,2354
2016-03-07,46.0,39,2466
2016-03-08,60.0,58,2074
2016-03-09,51.0,75,2239
2016-03-10,54.0,46,2128
2016-03-11,64.0,46,2389
2016-03-12,59.0,64,2731
2016-03-13,60.0,48,2880
2016-03-14,45.0,78,2104
2016-03-15,39.0,139,2259
2016-03-16,88.0,116,2204
2016-03-17,78.0,196,2366
2016-03-18,135.0,178,2309
2016-03-19,134.0,144,2423
2016-03-20,151.0,104,2461
2016-03-21,147.0,310,2382
2016-03-22,116088.0,466,2753
2016-03-23,27455.0,198,2406
2016-03-24,7201.0,145,2797
2016-03-25,4102.0,101,2264
2016-03-26,2563.0,92,2477
2016-03-27,2529.0,124,2448
2016-03-28,2445.0,73,2262
2016-03-29,1505.0,58,1966
2016-03-30,1543.0,49,2081
2016-03-31,1399.0,68,2180
2016-04-01,1336.0,99,1985
2016-04-02,1376.0,64,3592
2016-04-03,1023.0,56,3387
2016-04-04,1002.0,61,2853
2016-04-05,762.0,45,2975
2016-04-06,672.0,50,2564
2016-04-07,713.0,57,2892
2016-04-08,814.0,44,2803
2016-04-09,753.0,37,3054
2016-04-10,737.0,102,3020
2016-04-11,1071.0,45,2903
2016-04-12,565.0,58,2569
2016-04-13,676.0,44,2713
2016-04-14,569.0,39,2461
2016-04-15,566.0,35,2526
2016-04-16,692.0,47,2582
2016-04-17,647.0,46,2643
2016-04-18,642.0,29,2701
2016-04-19,617.0,29,2514
2016-04-20,679.0,43,2427
2016-04-21,642.0,37,2677
2016-04-22,516.0,34,2538
2016-04-23,482.0,27,2619
2016-04-24,606.0,32,2739
2016-04-25,526.0,115,2729
2016-04-26,579.0,138,2685
2016-04-27,536.0,139,2448
2016-04-28,418.0,107,2512
2016-04-29,454.0,77,2688
2016-04-30,424.0,132,2752
2016-05-01,473.0,45,2548
2016-05-02,384.0,57,2805
2016-05-03,427.0,49,3302
2016-05-04,355.0,42,2445
2016-05-05,445.0,37,2626
2016-05-06,459.0,39,2566
2016-05-07,398.0,55,2446
2016-05-08,738.0,31,2579
2016-05-09,441.0,44,2707
2016-05-10,586.0,53,2419
2016-05-11,544.0,122,2249
2016-05-12,465.0,46,2397
2016-05-13,417.0,51,2353
2016-05-14,393.0,51,2702
2016-05-15,432.0,34,2295
2016-05-16,396.0,37,2482
2016-05-17,356.0,32,2577
2016-05-18,291.0,56,2449
2016-05-19,371.0,49,2827
2016-05-20,357.0,22,2808
2016-05-21,403.0,33,2396
2016-05-22,392.0,32,2428
2016-05-23,402.0,51,2708
2016-05-24,325.0,39,2680
2016-05-25,318.0,33,2722
2016-05-26,258.0,33,2806
2016-05-27,345.0,40,2750
2016-05-28,327.0,37,2923
2016-05-29,386.0,27,3162
2016-05-30,284.0,32,2815
2016-05-31,306.0,34,3065
2016-06-01,304.0,27,2888
2016-06-02,332.0,31,2761
2016-06-03,307.0,23,3384
2016-06-04,309.0,26,3219
2016-06-05,440.0,39,2746
2016-06-06,388.0,56,2796
2016-06-07,414.0,35,2850
2016-06-08,336.0,32,2865
2016-06-09,344.0,42,2781
2016-06-10,376.0,44,4788
2016-06-11,281.0,67,3114
2016-06-12,2883.0,322,3384
2016-06-13,1433.0,247,2984
2016-06-14,1264.0,133,3180
2016-06-15,645.0,79,3214
2016-06-16,556.0,110,3135
2016-06-17,427.0,84,3339
2016-06-18,517.0,75,3085
2016-06-19,407.0,72,4607
2016-06-20,446.0,81,2316
2016-06-21,447.0,56,2410
2016-06-22,384.0,74,2522
2016-06-23,327.0,72,2395
2016-06-24,344.0,5307,8243
2016-06-25,389.0,1100,3018
2016-06-26,314.0,753,3936
2016-06-27,288.0,468,2753
2016-06-28,688.0,885,2273
2016-06-29,444.0,430,2455
2016-06-30,340.0,359,2443
2016-07-01,435.0,383,2179
2016-07-02,410.0,132,2213
2016-07-03,383.0,149,2590
2016-07-04,511.0,220,3782
2016-07-05,342.0,258,3259
2016-07-06,288.0,300,2136
2016-07-07,317.0,181,2389
2016-07-08,207.0,155,2448
2016-07-09,350.0,98,2758
2016-07-10,378.0,157,2612
2016-07-11,201.0,133,2391
2016-07-12,263.0,110,2350
2016-07-13,261.0,101,2387
2016-07-14,1127.0,115,2698
2016-07-15,3130.0,273,3760
2016-07-16,1046.0,88,2965
2016-07-17,885.0,130,3287
2016-07-18,665.0,220,2854
2016-07-19,792.0,185,3145
2016-07-20,555.0,106,2846
2016-07-21,471.0,96,2398
2016-07-22,719.0,119,2577
2016-07-23,708.0,76,2570
2016-07-24,575.0,80,2766
2016-07-25,813.0,68,3040
2016-07-26,1258.0,171,2767
2016-07-27,835.0,77,2557
2016-07-28,722.0,63,2182
2016-07-29,562.0,68,2404
2016-07-30,461.0,54,2502
2016-07-31,770.0,89,2853
2016-08-01,608.0,63,2538
2016-08-02,529.0,77,2620
2016-08-03,513.0,59,2287
2016-08-04,639.0,58,2541
2016-08-05,557.0,42,2202
2016-08-06,584.0,47,2245
2016-08-07,498.0,23,2831
2016-08-08,533.0,74,2652
2016-08-09,476.0,51,2400
2016-08-10,491.0,85,2364
2016-08-11,501.0,62,2572
2016-08-12,686.0,49,2447
2016-08-13,548.0,41,2394
2016-08-14,573.0,53,2414
2016-08-15,449.0,44,2214
2016-08-16,559.0,33,2267
2016-08-17,593.0,77,2269
2016-08-18,528.0,72,2231
2016-08-19,824.0,74,2530
2016-08-20,401.0,56,2407
2016-08-21,495.0,76,2564
2016-08-22,390.0,41,2270
2016-08-23,362.0,69,2181
2016-08-24,437.0,95,2438
2016-08-25,549.0,69,2367
2016-08-26,639.0,74,2351
2016-08-27,425.0,43,2452
2016-08-28,512.0,53,2233
2016-08-29,473.0,41,2234
2016-08-30,492.0,57,2660
2016-08-31,353.0,46,2418
2016-09-01,384.0,51,2133
2016-09-02,611.0,62,2177
2016-09-03,354.0,46,2431
2016-09-04,279.0,43,2216
2016-09-05,402.0,94,2329
2016-09-06,374.0,39,2411
2016-09-07,371.0,50,2548
2016-09-08,360.0,24,2603
2016-09-09,360.0,38,2633
2016-09-10,332.0,36,2494
2016-09-11,490.0,43,2476
2016-09-12,434.0,36,2451
2016-09-13,365.0,36,2366
2016-09-14,314.0,45,2440
2016-09-15,489.0,49,2584
2016-09-16,335.0,41,2482
2016-09-17,387.0,43,2421
2016-09-18,674.0,45,2356
2016-09-19,546.0,48,2652
2016-09-20,479.0,31,2424
2016-09-21,462.0,63,2651
2016-09-22,348.0,53,2392
2016-09-23,323.0,57,2948
2016-09-24,289.0,31,2623
2016-09-25,457.0,42,2652
2016-09-26,435.0,49,2429
2016-09-27,381.0,41,2252
2016-09-28,328.0,45,2524
2016-09-29,409.0,55,2371
2016-09-30,328.0,47,2402
2016-10-01,262.0,29,2433
2016-10-02,251.0,41,2127
2016-10-03,268.0,44,2238
2016-10-04,289.0,98,2463
2016-10-05,302.0,239,2374
2016-10-06,287.0,91,2331
2016-10-07,269.0,282,1997
2016-10-08,280.0,118,2273
2016-10-09,251.0,80,2160
2016-10-10,203.0,128,2227
2016-10-11,200.0,268,2299
2016-10-12,229.0,159,2339
2016-10-13,192.0,106,2202
2016-10-14,434.0,93,2354
2016-10-15,197.0,79,2950
2016-10-16,263.0,84,2465
2016-10-17,286.0,93,2677
2016-10-18,203.0,84,2337
2016-10-19,156.0,101,2477
2016-10-20,260.0,77,2236
2016-10-21,180.0,70,2329
2016-10-22,241.0,67,2459
2016-10-23,278.0,74,2375
2016-10-24,234.0,72,2382
2016-10-25,195.0,58,2241
2016-10-26,216.0,72,2281
2016-10-27,185.0,88,2309
2016-10-28,226.0,79,2619
2016-10-29,344.0,46,2336
2016-10-30,316.0,88,2427
2016-10-31,248.0,52,2282
2016-11-01,246.0,33,2353
2016-11-02,276.0,33,2285
2016-11-03,307.0,49,2331
2016-11-04,344.0,62,2847
2016-11-05,298.0,53,2412
2016-11-06,326.0,39,2201
2016-11-07,280.0,44,2106
2016-11-08,369.0,73,2219
2016-11-09,299.0,537,2446
2016-11-10,173.0,164,2564
2016-11-11,235.0,124,2921
2016-11-12,230.0,83,2258
2016-11-13,298.0,100,2327
2016-11-14,195.0,67,2182
2016-11-15,202.0,92,2134
2016-11-16,263.0,75,2233
2016-11-17,181.0,78,2188
2016-11-18,196.0,74,2318
2016-11-19,174.0,59,3517
2016-11-20,163.0,65,2311
2016-11-21,224.0,59,2749
2016-11-22,221.0,162,2258
2016-11-23,157.0,50,2388
2016-11-24,212.0,54,3255
2016-11-25,184.0,53,2270
2016-11-26,134.0,54,2549
2016-11-27,138.0,137,2372
2016-11-28,333.0,65,2337
2016-11-29,265.0,50,2677
2016-11-30,201.0,53,2309
2016-12-01,195.0,59,2357
2016-12-02,222.0,44,2371
2016-12-03,235.0,32,2603
2016-12-04,220.0,58,2510
2016-12-05,238.0,50,2553
2016-12-06,244.0,59,2381
2016-12-07,222.0,48,2553
2016-12-08,183.0,48,2413
2016-12-09,245.0,36,2589
2016-12-10,206.0,32,2687
2016-12-11,238.0,45,2827
2016-12-12,219.0,57,2755
2016-12-13,227.0,55,2882
2016-12-14,236.0,47,2580
2016-12-15,166.0,32,2725
2016-12-16,210.0,29,2472
2016-12-17,138.0,34,2723
2016-12-18,220.0,35,2422
2016-12-19,621.0,82,3357
2016-12-20,710.0,97,2929
2016-12-21,358.0,57,2327
2016-12-22,332.0,45,2061
2016-12-23,303.0,29,2102
2016-12-24,213.0,29,2157
2016-12-25,160.0,23,2135
2016-12-26,207.0,18,2157
2016-12-27,218.0,26,2047
2016-12-28,284.0,26,2053
2016-12-29,275.0,45,1939
2016-12-30,193.0,28,2030
2016-12-31,179.0,22,2223
2017-01-01,248.0,53,2200
2017-01-02,307.0,43,2561
2017-01-03,219.0,18,2280
2017-01-04,199.0,32,2720
2017-01-05,370.0,35,2482
2017-01-06,161.0,27,2465
2017-01-07,253.0,21,2179
2017-01-08,286.0,14,2372
2017-01-09,190.0,40,2262
2017-01-10,183.0,49,2245
2017-01-11,239.0,34,2109
2017-01-12,170.0,26,2137
2017-01-13,179.0,31,2218
2017-01-14,142.0,16,2099
2017-01-15,194.0,40,2230
2017-01-16,203.0,32,2135
2017-01-17,173.0,136,2005
2017-01-18,159.0,82,1993
2017-01-19,200.0,71,1987
2017-01-20,205.0,56,1997
2017-01-21,167.0,116,1980
2017-01-22,233.0,101,2105
2017-01-23,238.0,47,2222
2017-01-24,199.0,59,2140
2017-01-25,204.0,91,2176
2017-01-26,188.0,277,2101
2017-01-27,193.0,166,2014
2017-01-28,283.0,688,2170
2017-01-29,439.0,2301,1979
2017-01-30,313.0,1212,2266
2017-01-31,195.0,324,2039
2017-02-01,215.0,180,1920
2017-02-02,169.0,176,1861
2017-02-03,284.0,171,1931
2017-02-04,201.0,175,2004
2017-02-05,240.0,78,1959
2017-02-06,185.0,75,1875
2017-02-07,236.0,86,2142
2017-02-08,278.0,196,1944
2017-02-09,218.0,128,1940
2017-02-10,268.0,97,1965
2017-02-11,275.0,101,2078
2017-02-12,313.0,71,2009
2017-02-13,314.0,50,2029
2017-02-14,496.0,55,2258
2017-02-15,398.0,39,1941
2017-02-16,170.0,36,1977
2017-02-17,181.0,57,2129
2017-02-18,175.0,41,2069
2017-02-19,247.0,50,2007
2017-02-20,253.0,56,1961
2017-02-21,296.0,52,2069
2017-02-22,289.0,66,1940
2017-02-23,178.0,77,1805
2017-02-24,205.0,49,1871
2017-02-25,207.0,100,2291
2017-02-26,210.0,73,2501
2017-02-27,171.0,73,2442
2017-02-28,247.0,35,2574
2017-03-01,169.0,41,1941
2017-03-02,193.0,47,2116
2017-03-03,186.0,50,2064
2017-03-04,241.0,48,2253
2017-03-05,178.0,50,5010
2017-03-06,147.0,56,2751
2017-03-07,167.0,81,2305
2017-03-08,173.0,53,2093
2017-03-09,196.0,48,2485
2017-03-10,196.0,36,2065
2017-03-11,262.0,33,2055
2017-03-12,321.0,34,2138
2017-03-13,278.0,127,2088
2017-03-14,378.0,134,2042
2017-03-15,334.0,77,2015
2017-03-16,227.0,165,1949
2017-03-17,280.0,65,2040
2017-03-18,310.0,45,2005
2017-03-19,313.0,35,1944
2017-03-20,435.0,61,1921
2017-03-21,233.0,57,1956
2017-03-22,940.0,109,1884
2017-03-23,690.0,153,1913
2017-03-24,375.0,87,1964
2017-03-25,394.0,194,2021
2017-03-26,288.0,99,1950
2017-03-27,362.0,86,1833
2017-03-28,338.0,144,1706
2017-03-29,285.0,1364,1821
2017-03-30,179.0,274,1807
2017-03-31,331.0,109,1835
2017-04-01,255.0,70,2019
2017-04-02,244.0,200,1985
2017-04-03,356.0,114,1907
2017-04-04,237.0,128,2039
2017-04-05,186.0,129,1908
2017-04-06,164.0,99,1797
2017-04-07,443.0,241,2156
2017-04-08,307.0,84,1876
2017-04-09,439.0,88,2756
2017-04-10,273.0,61,2384
2017-04-11,290.0,61,2323
2017-04-12,289.0,61,2452
2017-04-13,221.0,63,2218
2017-04-14,267.0,68,2103
2017-04-15,222.0,59,2242
2017-04-16,186.0,119,2147
2017-04-17,201.0,71,2285
2017-04-18,167.0,89,2392
2017-04-19,256.0,78,2439
2017-04-20,295.0,67,2290
2017-04-21,327.0,98,2169
2017-04-22,255.0,53,2504
2017-04-23,242.0,67,2218
2017-04-24,259.0,196,2016
2017-04-25,237.0,107,2368
2017-04-26,192.0,45,2099
2017-04-27,242.0,75,2132
2017-04-28,225.0,54,2223
2017-04-29,180.0,34,2101
2017-04-30,195.0,39,2001
2017-05-01,239.0,36,2206
2017-05-02,210.0,41,2185
2017-05-03,203.0,82,2063
2017-05-04,186.0,52,2107
2017-05-05,162.0,32,2172
2017-05-06,178.0,50,2204
2017-05-07,202.0,70,2056
2017-05-08,161.0,46,2158
2017-05-09,178.0,40,2040
2017-05-10,137.0,55,2254
2017-05-11,169.0,56,3035
2017-05-12,185.0,54,2805
2017-05-13,173.0,41,2320
2017-05-14,154.0,55,2260
2017-05-15,155.0,82,2270
2017-05-16,154.0,244,2151
2017-05-17,179.0,413,2473
2017-05-18,199.0,415,2131
2017-05-19,175.0,396,2081
2017-05-20,241.0,3064,2673
2017-05-21,225.0,707,2614
2017-05-22,189.0,335,2222
2017-05-23,1342.0,341,2384
2017-05-24,694.0,325,1947
2017-05-25,490.0,154,1916
2017-05-26,446.0,558,2214
2017-05-27,325.0,185,2214
2017-05-28,425.0,107,2191
2017-05-29,368.0,97,3450
2017-05-30,310.0,104,2042
2017-05-31,312.0,92,1981
2017-06-01,315.0,95,1904
2017-06-02,386.0,129,1968
2017-06-03,593.0,87,3292
2017-06-04,1271.0,370,3633
2017-06-05,561.0,217,2635
2017-06-06,551.0,172,2120
2017-06-07,460.0,148,2144
2017-06-08,385.0,105,2094
2017-06-09,343.0,320,2437
2017-06-10,335.0,161,2284
2017-06-11,460.0,135,2055
2017-06-12,381.0,96,3463
2017-06-13,343.0,151,2161
2017-06-14,349.0,99,2325
2017-06-15,409.0,91,1920
2017-06-16,455.0,131,2098
2017-06-17,387.0,159,1872
2017-06-18,367.0,87,3473
2017-06-19,475.0,499,2273
2017-06-20,447.0,99,3259
2017-06-21,489.0,91,1844
2017-06-22,376.0,91,1735
2017-06-23,430.0,76,2045
2017-06-24,441.0,88,2073
2017-06-25,399.0,228,1737
2017-06-26,697.0,339,1954
2017-06-27,470.0,1212,2218
2017-06-28,413.0,34361,2064
2017-06-29,431.0,20748,2075
2017-06-30,361.0,7521,3348
2017-07-01,375.0,2608,2813
2017-07-02,625.0,2586,3018
2017-07-03,485.0,1741,2870
2017-07-04,561.0,1853,2696
2017-07-05,340.0,2304,2714
2017-07-06,358.0,2339,9016
2017-07-07,541.0,2548,2552
2017-07-08,360.0,2146,2480
2017-07-09,841.0,1729,2329
2017-07-10,423.0,3662,2522
2017-07-11,530.0,4788,2437
2017-07-12,408.0,1715,2152
2017-07-13,516.0,622,1991
2017-07-14,499.0,458,2157
2017-07-15,319.0,589,2247
2017-07-16,295.0,870,2268
2017-07-17,425.0,472,2079
2017-07-18,360.0,392,2117
2017-07-19,488.0,346,2243
2017-07-20,681.0,198,2299
2017-07-21,411.0,161,2118
2017-07-22,364.0,348,2134
2017-07-23,406.0,225,2328
2017-07-24,295.0,177,2396
2017-07-25,341.0,359,2236
2017-07-26,299.0,214,2383
2017-07-27,315.0,142,2225
2017-07-28,377.0,177,2232
2017-07-29,628.0,174,2695
2017-07-30,370.0,1233,2548
2017-07-31,307.0,472,2534
2017-08-01,458.0,333,2806
2017-08-02,270.0,201,2588
2017-08-03,257.0,192,2508
2017-08-04,465.0,166,2563
2017-08-05,510.0,125,2284
2017-08-06,332.0,309,2394
2017-08-07,461.0,225,2389
2017-08-08,243.0,154,2091
2017-08-09,312.0,193,2190
2017-08-10,289.0,200,2250
2017-08-11,264.0,1343,3052
2017-08-12,292.0,420,4264
2017-08-13,308.0,396,3246
2017-08-14,260.0,420,2722
2017-08-15,234.0,352,2763
2017-08-16,219.0,459,2642
2017-08-17,5732.0,324,2360
2017-08-18,2500.0,308,2317
2017-08-19,909.0,177,2434
2017-08-20,600.0,209,2430
2017-08-21,599.0,172,2315
2017-08-22,389.0,184,2141
2017-08-23,549.0,149,2122
2017-08-24,436.0,177,2007
2017-08-25,399.0,158,2220
2017-08-26,424.0,184,2111
2017-08-27,395.0,129,1908
2017-08-28,313.0,108,1992
2017-08-29,295.0,142,2034
2017-08-30,295.0,114,1849
2017-08-31,347.0,115,1648
2017-09-01,266.0,122,1699
2017-09-02,260.0,105,1737
2017-09-03,242.0,97,1986
2017-09-04,238.0,114,1953
2017-09-05,199.0,247,1873
2017-09-06,200.0,292,2335
2017-09-07,184.0,400,2191
2017-09-08,168.0,152,2325
2017-09-09,176.0,190,2445
2017-09-10,174.0,627,2228
2017-09-11,206.0,233,2034
2017-09-12,203.0,154,2172
2017-09-13,188.0,177,2204
2017-09-14,149.0,166,1827
2017-09-15,317.0,173,1840
2017-09-16,161.0,97,1934
2017-09-17,181.0,87,1847
2017-09-18,196.0,111,2114
2017-09-19,143.0,133,1839
2017-09-20,133.0,142,1941
2017-09-21,139.0,131,2011
2017-09-22,153.0,334,1929
2017-09-23,177.0,198,1937
2017-09-24,173.0,177,2093
2017-09-25,158.0,153,2060
2017-09-26,157.0,143,1769
2017-09-27,147.0,126,1876
2017-09-28,175.0,91,1992
2017-09-29,186.0,130,2127
2017-09-30,188.0,97,2144
2017-10-01,296.0,299,1872
2017-10-02,242.0,173,2030
